country_OEL;fulltitle;Situational;Averagelength;Proportion
Belgium/Flanders;Meesterwerken in Beeld - Robinson Crusoë;Spatial location;4.529411765;84.61538462
Belgium/Flanders;Otto - Op hete kolen;Spatial location;5.653846154;98
Belgium/Flanders;Piet Pienter en Bert Bibber - Invasie uit het heelal;Spatial location;4.740740741;80
Belgium/Flanders;Samson & Gert - De Vliegsiroop;Spatial location;5.583333333;87.58169935
Belgium/Flanders;Sloeber - Het Komplot;Spatial location;7.095238095;94.9044586
Belgium/Flanders;Suske en Wiske - De Poenschepper;Spatial location;5.518518519;92.54658385
Belgium/Flanders;Suske en Wiske - De snorrende snor;Spatial location;6.217391304;90.50632911
Belgium/Flanders;Suske en Wiske - De sprietatoom;Spatial location;7.684210526;93.58974359
Belgium/Flanders;Suske en Wiske - Het geheim van de Kalmhoutse heide;Spatial location;5.72;91.66666667
Belgium/Flanders;Suske en Wiske - Op het eiland Amoras;Spatial location;5.826086957;88.15789474
Belgium/Flanders;Suske en Wiske - Rikki en Wiske;Spatial location;5.48;90.13157895
Belgium/Flanders;Thomas Pips - De rode Heks;Spatial location;7.615384615;96.42857143
Belgium/Flanders;W817 - Een keivet akke-fietje;Spatial location;8.058823529;90.13157895
Belgium/Flanders;Waterland - Onweer;Spatial location;9.615384615;91.24087591
Belgium/Flanders;Weer over naar jou;Spatial location;8.3125;86.36363636
Belgium/Flanders;Willeke - De draak van Kokoluput;Spatial location;10.77777778;95.72368421
China;1/2 Prince;Spatial location;13.71428571;96
China;Divine Melody;Spatial location;7.4;77.89473684
China;Heaven Sword and Dragon Sabre  - The King of Gold Lion-Zhune Shai;Spatial location;4.266666667;39.7515528
China;Mega Dragon & Tiger Future Kung Fu Action;Spatial location;4.344827586;82.35294118
China;Saint Legend;Spatial location;6.974358974;86.62420382
China;SNK vs. Capcom: SVC Chaos;Spatial location;15.88888889;95.33333333
China;Storm Riders;Spatial location;9.448275862;92.88135593
China;SVC Chaos: SNK vs Capcom ;Spatial location;10.25;93.18181818
China;The King of Fighters;Spatial location;11.61538462;95.56962025
China;The King of Fighters: 2003;Spatial location;12.53846154;99.3902439
China;Tiger x Crane Record of the Demon Master;Spatial location;16;39.66942149
China;Xiewang Lin Jie;Spatial location;11.13333333;97.94721408
China;Yin Zhi Shoumuren (Silver Gravekeeper);Spatial location;8.125;90.27777778
France;Abélard - Une brčve histoire de poussičre et de cendre;Spatial location;6.214285714;95.6043956
France;Alter Ego;Spatial location;6.380952381;85.8974359
France;Catman - Une aventure de Cliff Burton;Spatial location;4.016666667;77.74193548
France;Child of the Storm;Spatial location;7.037037037;94.05940594
France;Donjon - La Fin du Donjon;Spatial location;9.314814815;92.46323529
France;Final Incal;Spatial location;4.632352941;76.82926829
France;La Vie En Rose - La Derničre Pluie;Spatial location;4.952380952;68.87417219
France;La Voyageuse de Petite Ceinture;Spatial location;5.421052632;67.32026144
France;Le Cahier ŕ Fleurs - Mauvaise Orchestration;Spatial location;4.559322034;87.90849673
France;Le Muret;Spatial location;7;76.71232877
France;Le Soldat;Spatial location;8;95.65217391
France;LoRaNnE - Frisco;Spatial location;6.023809524;79.55974843
France;Marsupilami: Sur la piste du Marsupilami;Spatial location;5.632911392;84.12098299
France;Metabarons Genesis: Castaka;Spatial location;4.777777778;86.86868687
France;Notre Dame - Le Jour des Fous;Spatial location;8.470588235;45.85987261
France;Percy Shelley;Spatial location;10.75;88.35616438
France;Pietrolino;Spatial location;8.25;44.89795918
France;Screaming Planet - Eucharist Sun;Spatial location;4.75;70.37037037
France;Screaming Planet - The Guilt;Spatial location;10.71428571;79.78723404
France;Screaming Planet - The Invasion;Spatial location;6.045454545;84.17721519
France;Screaming Planet - The Last Word;Spatial location;3.8;52.77777778
France;Skipper - Somalia;Spatial location;7.9375;84.10596026
France;Trans-Amazonie - La Chute du Masque;Spatial location;4.64;77.85234899
France;Tsunami;Spatial location;9.142857143;68.8172043
France;Une Folie Trčs Ordinaire;Spatial location;5.111111111;75.82417582
Germany; Larry Potter;Spatial location;8.055555556;95.39473684
Germany;Die Band;Spatial location;5.434782609;80.64516129
Germany;Fix und Foxi;Spatial location;8.352941176;94.0397351
Germany;König Kobra;Spatial location;6.684210526;81.93548387
Germany;Moga Mobo;Spatial location;5.103448276;67.12018141
Germany;Mulle - Das Beliebteste Pferd der Welt;Spatial location;0;0
Germany;Mulle - Das geplagteste Pferd der Welt;Spatial location;3;60
Germany;Mulle - Das lauteste Pferd der Welt;Spatial location;0;0
Germany;Mulle - Das sportlichste Pferd der Welt;Spatial location;5;100
Germany;Mulle - das Teufelspferd;Spatial location;3.25;68.42105263
Germany;Mulle - Das Turbo-Pferd;Spatial location;3;54.54545455
Germany;Mulle - Das ungluecklichste Pferd der Welt;Spatial location;2;40
Germany;Mulle - Das verfressenste Pferd der Welt;Spatial location;2;40
Germany;Mulle - Das verrueckteste Pferd der Welt;Spatial location;5;100
Germany;Mulle - im Rueckwaertsgang;Spatial location;5.666666667;94.44444444
Germany;Mulle - Mulle dreht voll auf;Spatial location;2.888888889;52
Germany;Mulle - wird spruchreif;Spatial location;3.8;79.16666667
Germany;Operation Odin;Spatial location;3.677419355;70.80745342
Germany;Werner;Spatial location;14.9;97.38562092
Japan;12 sai. ~Kokoro~;Spatial location;17.25;97.18309859
Japan;Absolute Boyfriend;Spatial location;10.33333333;93
Japan;Ahiru No Sora;Spatial location;3.578947368;66.01941748
Japan;Air Gear;Spatial location;6.5;89.44954128
Japan;Ansatsu Kyoushitsu;Spatial location;4.52;79.57746479
Japan;Ao no Exorcist;Spatial location;7.431818182;97.32142857
Japan;Ashi-Girl;Spatial location;8.8;91.66666667
Japan;Assassination Classroom;Spatial location;7.789473684;78.30687831
Japan;Attack on Titan;Spatial location;10.75;95.55555556
Japan;Baby and Me;Spatial location;8.545454545;94.94949495
Japan;Baby Steps;Spatial location;4.866666667;82.02247191
Japan;Beelzebub;Spatial location;6.961538462;94.76439791
Japan;Big Windup!;Spatial location;3.388888889;65.59139785
Japan;Billy Bat;Spatial location;24.25;97.97979798
Japan;Bleach;Spatial location;13;96.4664311
Japan;Blue Something;Spatial location;4.288888889;75.98425197
Japan;Bread & Butter;Spatial location;5.347826087;83.10810811
Japan;Cage of Eden;Spatial location;7.526315789;97.6109215
Japan;Captain Tsubasa;Spatial location;4.117647059;87.5
Japan;Chairman Shima Kosaku;Spatial location;6.5;92.85714286
Japan;Claymore;Spatial location;8.53125;95.78947368
Japan;Clover: Trefle;Spatial location;4.575757576;76.26262626
Japan;Crimson Hero;Spatial location;5.083333333;90.14778325
Japan;D.N. Angel;Spatial location;20.66666667;100
Japan;Dolly Kanon;Spatial location;12.90909091;96.92832765
Japan;Dragon Ball;Spatial location;10.2;92.72727273
Japan;Fairy Tail;Spatial location;12.63636364;97.88732394
Japan;Gangoose;Spatial location;6.161290323;93.62745098
Japan;Giant Killing;Spatial location;5.307692308;35.56701031
Japan;Gintama;Spatial location;6.230769231;76.41509434
Japan;Gurazeni;Spatial location;8.541666667;86.13445378
Japan;Haikyu!!;Spatial location;3.464285714;80.16528926
Japan;Haikyuu!!;Spatial location;8.714285714;90.14778325
Japan;Hikaru No Go;Spatial location;26.25;99.05660377
Japan;History's Strongest Disciple Keichi;Spatial location;9.789473684;93.93939394
Japan;HunterXHunter;Spatial location;7.75;92.07920792
Japan;Ihoujin;Spatial location;13.05555556;94
Japan;Iromen ~Juunintoiro~;Spatial location;8.833333333;96.36363636
Japan;Kakukaku Shikajika;Spatial location;8.35;84.34343434
Japan;Kimi No Iru Machi;Spatial location;5.961538462;85.16483516
Japan;Kimi wa Sora no Subete;Spatial location;20;98.36065574
Japan;Kocchi Muite! Miiko;Spatial location;14.7;96.71052632
Japan;Kou no Dori;Spatial location;14.69230769;96.46464646
Japan;Kuroko no Basket;Spatial location;5.285714286;88.0952381
Japan;Kuroko's Basketball;Spatial location;7.260869565;86.52849741
Japan;Kyo wa Kaisha Yasumimasu;Spatial location;9.631578947;94.32989691
Japan;love?com;Spatial location;9.151515152;95.56962025
Japan;Magi: The Labyrinth of Magic;Spatial location;6.9;88.08510638
Japan;Marmalade Boy Little;Spatial location;8.88;89.51612903
Japan;Moment -Eien no Isshun;Spatial location;9.535714286;90.2027027
Japan;Nana;Spatial location;9.9;99
Japan;Naruto;Spatial location;11.11111111;95.23809524
Japan;Nisekoi;Spatial location;8.727272727;89.71962617
Japan;One Piece;Spatial location;4.142857143;84.74025974
Japan;One Punch-Man ;Spatial location;6.206896552;93.75
Japan;Oyasumi Memories;Spatial location;12.08695652;98.58156028
Japan;Poison Berry in my Brain;Spatial location;4.8;86.95652174
Japan;Psyren;Spatial location;7.541666667;90.5
Japan;Regalo;Spatial location;6.235294118;88.33333333
Japan;Rurouni Kenshin;Spatial location;19.4;95.09803922
Japan;Saireen;Spatial location;9.777777778;88
Japan;Saiyuki;Spatial location;20.25;100
Japan;Shokugeki No Soma;Spatial location;7.24137931;88.42105263
Japan;Slam Dunk;Spatial location;3.227272727;82.55813953
Japan;The Prince of Tennis;Spatial location;6.272727273;95.83333333
Japan;The World God Only Knows;Spatial location;6.068181818;91.75257732
Japan;Touch;Spatial location;12.875;93.63636364
Japan;Trinity Seven;Spatial location;18.08333333;97.74774775
Japan;Vagabond;Spatial location;7.727272727;89.47368421
Japan;Yu-Gi-Oh! 5D's;Spatial location;8.173913043;90.38461538
Korea;9 Faces of Love - Return of Princess Rouana;Spatial location;5.916666667;86.23481781
Korea;Aegis;Spatial location;10.5;98.82352941
Korea;Boy of the Female Wolf;Spatial location;10.2;99.02912621
Korea;Emperor's Castle;Spatial location;5.473684211;81.25
Korea;He was Cool;Spatial location;6.888888889;43.35664336
Korea;In The Starlight;Spatial location;8.052631579;93.86503067
Korea;Invincible Yeonbyeongeol;Spatial location;9;98.63013699
Korea;Kingdom of the Winds;Spatial location;3.857142857;79.41176471
Korea;Kwaidan;Spatial location;4.518518519;88.4057971
Korea;Lie to Me;Spatial location;5.035714286;84.93975904
Korea;The Breaker New Waves;Spatial location;5.733333333;84.31372549
Korea;The Color of Earth;Spatial location;11.5;90.78947368
Korea;The Great Catsby;Spatial location;8.25;94.28571429
Korea;Zero/Six;Spatial location;6.823529412;81.69014085
Korea;Zippy Ziggy;Spatial location;5.538461538;92.30769231
Netherlands;Agent 327 - Dossier zevenslaper;Spatial location;8.2;94.40789474
Netherlands;Alle verhalen van Olie B. Bommel en Tom Poes - Zoals een Bommel betaamt;Spatial location;4.4375;94.66666667
Netherlands;Alleen op de wereld;Spatial location;4.46875;92.25806452
Netherlands;Ambrosius - De gefleste geesten;Spatial location;11.38461538;94.87179487
Netherlands;Baron van Tast tot Zeveren;Spatial location;7.075;94.33333333
Netherlands;Blook - De supermolekuul;Spatial location;10.85714286;95.59748428
Netherlands;Claudia Brucken - Operatie Sneeuw;Spatial location;5.490196078;90.90909091
Netherlands;De Argonautjes - De Onderwereld;Spatial location;8.388888889;98.05194805
Netherlands;De avonturen van Douwe Dabbert - Florijn de Flierefluiter;Spatial location;10.71428571;96.15384615
Netherlands;De avonturen van Johan en Stefan - De Zondebokken;Spatial location;7.166666667;86.57718121
Netherlands;De avonturen van Pinkie Pienter - Koning Neptunus helpt Pinkie;Spatial location;9;100
Netherlands;De avonturen van Pinkie Pienter - Vreemde bezoekers uit het heelal;Spatial location;4.793103448;92.05298013
Netherlands;De Familie Doorzon - Het geslacht doorzon;Spatial location;5.458333333;85.62091503
Netherlands;De Nakomertjes - Nooit meer uitslapen!;Spatial location;4.518518519;79.22077922
Netherlands;De ontdekking;Spatial location;3.853658537;52.31788079
Netherlands;De Ruyter - De Engelsen komen!;Spatial location;3.818181818;83.44370861
Netherlands;Dick Bos;Spatial location;3.608695652;83
Netherlands;Dik van Dieren en zo - De eerste 11 zaken;Spatial location;5;86.66666667
Netherlands;Don't panic!;Spatial location;5.178571429;95.39473684
Netherlands;Een avontuur van Elno - Déjŕ vu in sMon-Thang;Spatial location;6.523809524;91.33333333
Netherlands;Een avontuur van Roel Dijkstra - De superspits;Spatial location;7.684210526;96.05263158
Netherlands;Eric de Noorman - De Steen van Atlantis;Spatial location;5.037037037;89.47368421
Netherlands;Franka - Gangsterfilm;Spatial location;5.28;83.01886792
Netherlands;In The Pines: 5 murder ballads;Spatial location;8.8;94.96402878
Netherlands;Jan, Jans en de kinderen;Spatial location;6.344444444;93.60655738
Netherlands;Je geld of je leven;Spatial location;6;89.47368421
Netherlands;Joop Klepzeiker;Spatial location;7.25;94.15584416
Netherlands;Kapitein Rob  - De avonturen van het Zeilschip de Vrijheid;Spatial location;4.071428571;75
Netherlands;Mario en de toverpluisbloem;Spatial location;7.45;98.02631579
Netherlands;Noortje - Altijd opgeruimd;Spatial location;4.25;90.06622517
Netherlands;Panda - De olieboertjes;Spatial location;5.25;90
Netherlands;Quaco - Leven in slavernij;Spatial location;5.25;83.44370861
Netherlands;Rood - Feestje met de regen;Spatial location;3.833333333;85.71428571
Netherlands;Sjors & Sjimmie  - Van dik hout;Spatial location;3.714285714;86.09271523
Netherlands;Sjors en Sjimmie - Bij de Arabieren;Spatial location;7.157894737;99.27007299
Netherlands;Sjors en Sjimmie - De geheimzinnige duikboot;Spatial location;4.586206897;85.80645161
Netherlands;Sjors, voorzitter van de Rebellenclub;Spatial location;5.148148148;90.25974026
Netherlands;Tom Poes - De liefdadiger;Spatial location;5.916666667;95.94594595
Netherlands;Tom Poes Weekblad 3 - Tom Poes en de geest in de fles;Spatial location;7.75;91.17647059
Netherlands;Tom Poes Weekblad 3 - Tom Poes ontmoet een oude bekende;Spatial location;5.076923077;89.18918919
Netherlands;Zonder Filter;Spatial location;12;94.48818898
OEL manga;Assemby;Spatial location;3.305555556;70.83333333
OEL manga;Blue Monday;Spatial location;5.125;88.58024691
OEL manga;Chronicles of the Universe;Spatial location;4.666666667;68.16479401
OEL manga;Gigantor - Heart of Steel, Soul of Iron;Spatial location;3.487179487;77.71428571
OEL manga;Gold Digger;Spatial location;7.117647059;87.68115942
OEL manga;Legends From Darkwood;Spatial location;8.490196078;93.92624729
OEL manga;Luftmatte 1946;Spatial location;4.576923077;73.45679012
OEL manga;Myth Warriors;Spatial location;5.12;86.48648649
OEL manga;Ninja High School Hawaii;Spatial location;7.2;94.3231441
OEL manga;Once in a Blue Moon;Spatial location;7.818181818;92.47311828
OEL manga;OZ The Manga - Council with the Munchkins;Spatial location;5.78125;94.3877551
OEL manga;Pride and Prejudice;Spatial location;8.666666667;88.63636364
OEL manga;Scott Pilgrim vs. The World;Spatial location;5;93.75
OEL manga;Street Fighter Classic;Spatial location;10.78571429;99.34210526
OEL manga;The Agents;Spatial location;4.540540541;66.14173228
OEL manga;Tokyo Knights;Spatial location;6.85;90.13157895
OEL manga;Twilight X;Spatial location;4;80
Sweden;Bamse: världens starkaste björn - Bamse och Ĺrstidsnyckeln;Spatial location;5.85;93.6
Sweden;Bamse: världens starkaste björn - Bamse och Farmors Kista;Spatial location;6.333333333;88.37209302
Sweden;Bamse: världens starkaste björn - Bamse och Jätten Gorm;Spatial location;6.5;90.27777778
Sweden;Bamse: världens starkaste björn - Bamse och Trollkarlens Smycke;Spatial location;4.875;81.25
Sweden;Bamse: världens starkaste björn - Bamse: Sandslottstävlingen;Spatial location;21.66666667;100
Sweden;Bamse: världens starkaste björn - Den Mystiska Bilen;Spatial location;5.222222222;83.92857143
Sweden;Bamse: världens starkaste björn - Drullevarg Matar Fĺglarna (fastän han inte vill);Spatial location;6.5;95.58823529
Sweden;Bamse: världens starkaste björn - Fixare-sorkarna pĺ Stallstigen;Spatial location;2.857142857;76.92307692
Sweden;Bamse: världens starkaste björn - Katten Jansen och Husmusen Hjälper Till;Spatial location;18;100
Sweden;Bamse: världens starkaste björn - Krosus Gladland II;Spatial location;7.363636364;92.04545455
Sweden;Bamse: världens starkaste björn - Lille Skutt I Fotbolls-VM;Spatial location;20.75;100
Sweden;Bamse: världens starkaste björn - Mini-Hop och Barnvakten;Spatial location;4;95.23809524
Sweden;Bamse: världens starkaste björn - Om Fotboll;Spatial location;4;50
Sweden;Bamse: världens starkaste björn - Om Sandslott;Spatial location;9;90
Sweden;Bamse: världens starkaste björn - Pellefant: Snöballskriget;Spatial location;5.6;87.5
Sweden;Bamse: världens starkaste björn - Professor Murmeldjur har Brĺttom;Spatial location;3.857142857;90
Sweden;Bamse: världens starkaste björn - Skalman och Mullvalen;Spatial location;4.222222222;77.55102041
Sweden;Bamse: världens starkaste björn - Sorktyg i Skogen II;Spatial location;5.428571429;90.47619048
Sweden;Bamse: världens starkaste björn - Teddy Blir Detektiv;Spatial location;5.263157895;93.45794393
Sweden;Bamse: världens starkaste björn - Tidsresan: Bamse och de Mystiska Strĺlarna ;Spatial location;6.333333333;90.47619048
Sweden;Bamse: världens starkaste björn - Vargen och Klockkuppen;Spatial location;3.8;80.85106383
Sweden;Hälge: Varning för älgskador!;Spatial location;4.1;96.8503937
Sweden;Herman Hedning;Spatial location;6.090909091;87.01298701
USA;1;Spatial location;9.538461538;89.20863309
USA;Action Comics - The Menace of Metallo;Spatial location;3.117647059;73.61111111
USA;Action Comics - The Supergirl from Krypton!;Spatial location;3.303030303;68.98734177
USA;Amazing Spider-man - Back in Black;Spatial location;5.272727273;85.92592593
USA;Amazing Spider-Man - Shaw's Gambit;Spatial location;4.717948718;86.79245283
USA;Andre the Giant: Life and Legend;Spatial location;6;77.86259542
USA;Arch Enemies One Hero. One Villan. On Apartment;Spatial location;7.52173913;94.02173913
USA;B.P.R.D. - The Black Flame;Spatial location;12.5625;98.52941176
USA;Batman The Dark Knight - A Rush of Blood;Spatial location;5.5;88.18565401
USA;Batman:The Killing Joke;Spatial location;6.789473684;96.9924812
USA;Black Hood - Crime Goes to College;Spatial location;4.806451613;87.64705882
USA;Black Hood - The Case of the Medical Murderer;Spatial location;3.307692308;70.49180328
USA;Black Panther - Back to Africa: Part one;Spatial location;5.514285714;92.78846154
USA;Blankets;Spatial location;6.375;79.6875
USA;Blessed Thistle;Spatial location;8;95.41284404
USA;Blue Beetle - Joan;Spatial location;0;0
USA;Blue Beetle - The Man Who Stole 24 Hours;Spatial location;3.4;60.71428571
USA;Blue Beetle - The Masks of Mystery;Spatial location;4.875;69.64285714
USA;Boxers;Spatial location;9.545454545;77.20588235
USA;Brain Boy - Pirates of the Air;Spatial location;3.964285714;72.07792208
USA;Captain America  - Blood Stone;Spatial location;5.290322581;89.13043478
USA;Captain America  - U.S. Agent, Siege, Night of the Scourge part one;Spatial location;4.25;77.27272727
USA;Captain Atom - The Gremlins from the Planet Blue;Spatial location;3.380952381;68.93203883
USA;Captain Marvel Adventures - Capt. Marvel -Out West-;Spatial location;4.666666667;76.92307692
USA;Captain Marvel Adventures - Captain Marvel Battles the Vampire;Spatial location;6.818181818;83.33333333
USA;Captain Marvel Adventures - Captain Marvel Vs. Z;Spatial location;3.85;80.20833333
USA;Captain Marvel Adventures - The Monsters of Saturn;Spatial location;4.3125;65.71428571
USA;"Captain Midnight - ""Secret Sub""";Spatial location;3.777777778;62.96296296
USA;Captain Midnight - The Murder Trap;Spatial location;3.391304348;70.90909091
USA;Constantine - The Spark and the Flame Part 1: The Price We Pay;Spatial location;5;84.45945946
USA;Daredevil - Guardian Devil;Spatial location;7.625;91.72932331
USA;Daredevil - The Mysterious Masked Matador;Spatial location;5.837837838;83.07692308
USA;Darkness Resurrection;Spatial location;6.481481481;85.36585366
USA;Deadpool - Bullseye part two;Spatial location;8.363636364;98.92473118
USA;Detective Comics - The Laughing Fish;Spatial location;8.5;89.47368421
USA;DMZ Body of a Journalist;Spatial location;4.821428571;75
USA;Doll Man - Monster of the Mire;Spatial location;5.2;86.66666667
USA;Doll Man - The Troll;Spatial location;5.428571429;77.55102041
USA;Fantastic Four - Skyfall;Spatial location;6;85.71428571
USA;Far Arden;Spatial location;8.153846154;89.83050847
USA;Fierce;Spatial location;4.088888889;81.4159292
USA;Green Lantern - No evil shall escape my sight;Spatial location;7.416666667;85.57692308
USA;Green Lantern Corps - Sacrifice of Will;Spatial location;5.185185185;77.77777778
USA;Green Lantern: Rebirth - Rings;Spatial location;9.222222222;95.76923077
USA;Heck;Spatial location;10.13333333;95.59748428
USA;Justice League of America - The Great Identity Crisis!;Spatial location;5.166666667;85.32110092
USA;Lady Luck - Charity Ball;Spatial location;3.666666667;84.61538462
USA;Lady Luck - Pirate Mansion;Spatial location;4;70.88607595
USA;Lady Luck - The Count;Spatial location;4.428571429;96.875
USA;Lady Luck - The Pyramid Club;Spatial location;3.461538462;77.5862069
USA;Lars of Mars -  The Terror Weapon;Spatial location;4.307692308;76.71232877
USA;Lars of Mars - The Crucial Game;Spatial location;3.416666667;93.18181818
USA;Lars of Mars - The Earthshaker;Spatial location;4;76.19047619
USA;Lars of Mars - The Terror Weapon;Spatial location;4.916666667;80.82191781
USA;Nick Fury Agent of S.H.I.E.L.D. - Who is Scorpio;Spatial location;3.804878049;80
USA;NorthWest Passage;Spatial location;4.5;79.12087912
USA;Plastic Man - The Expander Device;Spatial location;5.666666667;88.54166667
USA;Rising Stars -  Voices of the Dead Bright;Spatial location;5.03030303;89.72972973
USA;Same Difference;Spatial location;7.227272727;91.90751445
USA;Savage Dragon - The End;Spatial location;5.705882353;85.0877193
USA;Set to Sea;Spatial location;4;68.65671642
USA;Shackleton Antarctic Odyssey;Spatial location;4.727272727;73.23943662
USA;Star Wars Empire;Spatial location;8.631578947;85.41666667
USA;Sumo;Spatial location;22.4;94.11764706
USA;Superman Batman Absolute Power - Absolute Power;Spatial location;4.304347826;69.71830986
USA;The Avengers - The Wrath of the Weathermen;Spatial location;5.117647059;78.37837838
USA;The Blue Beetle - The MadMen;Spatial location;4.409090909;77.6
USA;The Flame - Dr. Ivan's Insurance Bombing Racket.;Spatial location;3.730769231;66.43835616
USA;The Flash - Flashing Wheels;Spatial location;5;77.46478873
USA;The Incredible Hulk - Best Intentions;Spatial location;6;92.72727273
USA;The Invincible Iron Man - Ten Rings to Rule the World;Spatial location;6.75;93.10344828
USA;The Punisher - Blackout;Spatial location;4.865384615;85.18518519
USA;The Punisher - Do Not Fall in New York City;Spatial location;9.642857143;84.375
USA;The Story of Roberto Clemente;Spatial location;8.666666667;92.19858156
USA;Uncanny X-men;Spatial location;8.264705882;93.66666667
USA;Venom: Funeral Pyre - High Tension;Spatial location;6.083333333;76.84210526
USA;Wolverine - Not dead yet part;Spatial location;10.28571429;92.30769231
