country_OEL;fulltitle;Situational;Averagelength;Proportion
USA;Wonder Woman - His Name is Psycho;Spatial location;4.75;83.82352941
USA;Wonder Woman - The Huntress;Spatial location;8.416666667;95.28301887
Belgium/Flanders;Baxter - H2O;Character;3.161290323;64.05228758
Belgium/Flanders;Bessy  - Ondergang in de grot;Character;2.807692308;46.79487179
Belgium/Flanders;Bessy Natuurkommando - De nacht van de schildpad;Character;2.451612903;49.67320261
Belgium/Flanders;Biebel - De Doos;Character;2.939393939;64.2384106
Belgium/Flanders;De avonturen van Johan en Stefan - De Zondebokken;Character;2.709677419;56.37583893
Belgium/Flanders;De avonturen van Jommeke - De muzikale Bella;Character;2.918918919;69.67741935
Belgium/Flanders;De avonturen van Nero en Co - De brief aan Nasser;Character;2.862068966;52.53164557
Belgium/Flanders;De avonturen van Nero en Co - De hoorn des overvloeds;Character;2.733333333;50.93167702
Belgium/Flanders;De Avonturen van Urbanus - Tegen de Dikkenekken;Character;2.413793103;43.47826087
Belgium/Flanders;De Kiekeboes - Vluchtmisdrijf;Character;2.933333333;58.2781457
Belgium/Flanders;De Kriegels - Happy Halloween, Mister Zablowski;Character;2.375;25.33333333
Belgium/Flanders;De Rode Ridder - Het gebroken zwaard;Character;3.192307692;52.86624204
Belgium/Flanders;De rode ridder - Kerwyn de Magiër;Character;2.814814815;49.03225806
Belgium/Flanders;De Spookjes - Spoken en piraten;Character;2.4;15.89403974
Belgium/Flanders;De Vrolijke Bengels;Character;2.263157895;28.28947368
Belgium/Flanders;Detective Van Zwam - Het Geheim van Matsuoka;Character;3.3;63.46153846
Belgium/Flanders;F.C. De Kampioenen - Miss Moeial;Character;2.695652174;40
Belgium/Flanders;FC Schwalbe - Daar is 'm ;Character;2.833333333;56.29139073
Belgium/Flanders;Het Grote Kabouter Wesley Boek;Character;3.434782609;47.02380952
Belgium/Flanders;Jan Zonder Vrees;Character;2.904761905;40.39735099
Belgium/Flanders;Jerom - De bronzen kabouter;Character;2.586206897;50
Belgium/Flanders;Jommeke - Het piepend bed;Character;2.37037037;41.55844156
Belgium/Flanders;K3 - De hoed van Ya Ya Yippee;Character;3.25;50.64935065
Belgium/Flanders;Kari Lente & Co;Character;2.807692308;48.66666667
Belgium/Flanders;Meesterwerken in Beeld - Robinson Crusoë;Character;4;74.72527473
Belgium/Flanders;Otto - Op hete kolen;Character;5.44;90.66666667
Belgium/Flanders;Piet Pienter en Bert Bibber - Invasie uit het heelal;Character;2.555555556;43.125
Belgium/Flanders;Samson & Gert - De Vliegsiroop;Character;3.444444444;60.78431373
Belgium/Flanders;Sloeber - Het Komplot;Character;3.803278689;73.88535032
Belgium/Flanders;Suske en Wiske - De Poenschepper;Character;2.705882353;57.14285714
Belgium/Flanders;Suske en Wiske - De snorrende snor;Character;2.724137931;50
Belgium/Flanders;Suske en Wiske - De sprietatoom;Character;2.885714286;64.74358974
Belgium/Flanders;Suske en Wiske - Het geheim van de Kalmhoutse heide;Character;2.75;49.35897436
Belgium/Flanders;Suske en Wiske - Op het eiland Amoras;Character;2.884615385;49.34210526
Belgium/Flanders;Suske en Wiske - Rikki en Wiske;Character;3.066666667;60.52631579
Belgium/Flanders;Thomas Pips - De rode Heks;Character;3.431818182;49.02597403
Belgium/Flanders;W817 - Een keivet akke-fietje;Character;3.217391304;48.68421053
Belgium/Flanders;Waterland - Onweer;Character;2.5;32.84671533
Belgium/Flanders;Weer over naar jou;Character;4.130434783;61.68831169
Belgium/Flanders;Willeke - De draak van Kokoluput;Character;2.472727273;44.73684211
China;1/2 Prince;Character;2.571428571;36
China;Divine Melody;Character;2.1875;36.84210526
China;Heaven Sword and Dragon Sabre  - The King of Gold Lion-Zhune Shai;Character;2.538461538;40.99378882
China;Mega Dragon & Tiger Future Kung Fu Action;Character;2.724137931;51.63398693
China;Saint Legend;Character;2.734375;55.73248408
China;SNK vs. Capcom: SVC Chaos;Character;2.379310345;46
China;Storm Riders;Character;2.740740741;50.16949153
China;SVC Chaos: SNK vs Capcom ;Character;2.333333333;39.77272727
China;The King of Fighters;Character;2.413793103;44.30379747
China;The King of Fighters: 2003;Character;2.411764706;50
China;Tiger x Crane Record of the Demon Master;Character;2.588235294;36.36363636
China;Xiewang Lin Jie;Character;3.018867925;46.92082111
China;Yin Zhi Shoumuren (Silver Gravekeeper);Character;3.166666667;26.38888889
France;Abélard - Une brčve histoire de poussičre et de cendre;Character;2.947368421;61.53846154
France;Alter Ego;Character;3.166666667;48.71794872
France;Catman - Une aventure de Cliff Burton;Character;2.822580645;56.4516129
France;Child of the Storm;Character;2.454545455;26.73267327
France;Donjon - La Fin du Donjon;Character;3.071428571;55.33088235
France;Final Incal;Character;2.548387097;38.53658537
France;La Vie En Rose - La Derničre Pluie;Character;3.318181818;48.34437086
France;La Voyageuse de Petite Ceinture;Character;5.261904762;72.22222222
France;Le Cahier ŕ Fleurs - Mauvaise Orchestration;Character;2.236842105;27.77777778
France;Le Muret;Character;5.6;76.71232877
France;Le Soldat;Character;3.1875;41.57608696
France;LoRaNnE - Frisco;Character;3.205128205;39.3081761
France;Marsupilami: Sur la piste du Marsupilami;Character;3.552631579;51.03969754
France;Metabarons Genesis: Castaka;Character;2.448275862;23.90572391
France;Notre Dame - Le Jour des Fous;Character;2.681818182;18.78980892
France;Percy Shelley;Character;2.777777778;34.24657534
France;Pietrolino;Character;2.538461538;22.44897959
France;Screaming Planet - Eucharist Sun;Character;2.8;51.85185185
France;Screaming Planet - The Guilt;Character;2.705882353;48.93617021
France;Screaming Planet - The Invasion;Character;2.481481481;42.40506329
France;Screaming Planet - The Last Word;Character;2.666666667;22.22222222
France;Skipper - Somalia;Character;3;31.78807947
France;Trans-Amazonie - La Chute du Masque;Character;2.666666667;26.84563758
France;Tsunami;Character;3.375;29.03225806
France;Une Folie Trčs Ordinaire;Character;3.193548387;54.3956044
Germany; Larry Potter;Character;4.44;73.02631579
Germany;Die Band;Character;3.029411765;33.22580645
Germany;Fix und Foxi;Character;2.826086957;43.04635762
Germany;König Kobra;Character;2.416666667;37.41935484
Germany;Moga Mobo;Character;2.666666667;34.46712018
Germany;Mulle - Das Beliebteste Pferd der Welt;Character;2;40
Germany;Mulle - Das geplagteste Pferd der Welt;Character;4;80
Germany;Mulle - Das lauteste Pferd der Welt;Character;2;80
Germany;Mulle - Das sportlichste Pferd der Welt;Character;3;60
Germany;Mulle - das Teufelspferd;Character;4.25;89.47368421
Germany;Mulle - Das Turbo-Pferd;Character;3.5;63.63636364
Germany;Mulle - Das ungluecklichste Pferd der Welt;Character;5;100
Germany;Mulle - Das verfressenste Pferd der Welt;Character;3;60
Germany;Mulle - Das verrueckteste Pferd der Welt;Character;2;40
Germany;Mulle - im Rueckwaertsgang;Character;3;66.66666667
Germany;Mulle - Mulle dreht voll auf;Character;2.666666667;16
Germany;Mulle - wird spruchreif;Character;2.5;62.5
Germany;Operation Odin;Character;2.666666667;29.8136646
Germany;Werner;Character;5.04;82.35294118
Japan;12 sai. ~Kokoro~;Character;2.724137931;27.81690141
Japan;Absolute Boyfriend;Character;2.4375;19.5
Japan;Ahiru No Sora;Character;2.6;37.86407767
Japan;Air Gear;Character;2.25;20.64220183
Japan;Ansatsu Kyoushitsu;Character;2.214285714;10.91549296
Japan;Ao no Exorcist;Character;2.353846154;45.53571429
Japan;Ashi-Girl;Character;2.1875;36.45833333
Japan;Assassination Classroom;Character;2.619047619;29.1005291
Japan;Attack on Titan;Character;2.625;23.33333333
Japan;Baby and Me;Character;3;27.27272727
Japan;Baby Steps;Character;2.857142857;44.94382022
Japan;Beelzebub;Character;2.56;33.5078534
Japan;Big Windup!;Character;2.533333333;40.86021505
Japan;Billy Bat;Character;2.705882353;46.46464646
Japan;Bleach;Character;2.714285714;40.28268551
Japan;Blue Something;Character;2.263157895;33.85826772
Japan;Bread & Butter;Character;2.255319149;35.81081081
Japan;Cage of Eden;Character;2;11.60409556
Japan;Captain Tsubasa;Character;2.727272727;37.5
Japan;Chairman Shima Kosaku;Character;2.625;16.66666667
Japan;Claymore;Character;2.111111111;33.33333333
Japan;Clover: Trefle;Character;3;36.36363636
Japan;Crimson Hero;Character;2.0625;16.25615764
Japan;D.N. Angel;Character;4.444444444;65.57377049
Japan;Dolly Kanon;Character;2.15625;23.54948805
Japan;Dragon Ball;Character;2.4;43.63636364
Japan;Fairy Tail;Character;2.829268293;27.23004695
Japan;Gangoose;Character;3;35.29411765
Japan;Giant Killing;Character;2.333333333;14.43298969
Japan;Gintama;Character;3.380952381;33.49056604
Japan;Gurazeni;Character;2.1875;14.70588235
Japan;Haikyu!!;Character;2.833333333;42.14876033
Japan;Haikyuu!!;Character;2.19047619;22.66009852
Japan;Hikaru No Go;Character;3.5;59.43396226
Japan;History's Strongest Disciple Keichi;Character;2;23.23232323
Japan;HunterXHunter;Character;3.058823529;51.48514851
Japan;Ihoujin;Character;2.5;28
Japan;Iromen ~Juunintoiro~;Character;2.9;35.15151515
Japan;Kakukaku Shikajika;Character;2.542857143;44.94949495
Japan;Kimi No Iru Machi;Character;2.2;18.13186813
Japan;Kimi wa Sora no Subete;Character;2.902439024;39.01639344
Japan;Kocchi Muite! Miiko;Character;2.142857143;9.868421053
Japan;Kou no Dori;Character;2.363636364;13.13131313
Japan;Kuroko no Basket;Character;3.7;44.04761905
Japan;Kuroko's Basketball;Character;2.071428571;15.02590674
Japan;Kyo wa Kaisha Yasumimasu;Character;2.266666667;35.05154639
Japan;love?com;Character;2.511627907;34.17721519
Japan;Magi: The Labyrinth of Magic;Character;2.733333333;17.44680851
Japan;Marmalade Boy Little;Character;2.21875;28.62903226
Japan;Moment -Eien no Isshun;Character;2.78125;30.06756757
Japan;Nana;Character;2.823529412;48
Japan;Naruto;Character;2.826086957;41.26984127
Japan;Nisekoi;Character;2.323529412;24.6105919
Japan;One Piece;Character;2.529411765;27.92207792
Japan;One Punch-Man ;Character;2.46875;41.14583333
Japan;Oyasumi Memories;Character;2.578947368;34.75177305
Japan;Poison Berry in my Brain;Character;2.1875;25.36231884
Japan;Psyren;Character;2.05;20.5
Japan;Regalo;Character;2.416666667;24.16666667
Japan;Rurouni Kenshin;Character;3.444444444;60.78431373
Japan;Saireen;Character;4;56
Japan;Saiyuki;Character;3.866666667;71.60493827
Japan;Shokugeki No Soma;Character;2.58490566;28.84210526
Japan;Slam Dunk;Character;2.466666667;43.02325581
Japan;The Prince of Tennis;Character;3.5;58.33333333
Japan;The World God Only Knows;Character;2.425531915;39.17525773
Japan;Touch;Character;3.736842105;64.54545455
Japan;Trinity Seven;Character;2.4;21.62162162
Japan;Vagabond;Character;2.36;31.05263158
Japan;Yu-Gi-Oh! 5D's;Character;2.551724138;35.57692308
Korea;9 Faces of Love - Return of Princess Rouana;Character;2.536585366;42.10526316
Korea;Aegis;Character;2.555555556;27.05882353
Korea;Boy of the Female Wolf;Character;2.444444444;42.7184466
Korea;Emperor's Castle;Character;2.4;18.75
Korea;He was Cool;Character;3;14.68531469
Korea;In The Starlight;Character;2.875;42.33128834
Korea;Invincible Yeonbyeongeol;Character;2.777777778;34.24657534
Korea;Kingdom of the Winds;Character;2;26.47058824
Korea;Kwaidan;Character;2.833333333;43.11594203
Korea;Lie to Me;Character;2.045454545;27.10843373
Korea;The Breaker New Waves;Character;2.833333333;50
Korea;The Color of Earth;Character;2.9375;41.22807018
Korea;The Great Catsby;Character;3.321428571;66.42857143
Korea;Zero/Six;Character;2.555555556;32.3943662
Korea;Zippy Ziggy;Character;3.3;42.30769231
Netherlands;Agent 327 - Dossier zevenslaper;Character;3.62;59.53947368
Netherlands;Alle verhalen van Olie B. Bommel en Tom Poes - Zoals een Bommel betaamt;Character;3.2;64
Netherlands;Alleen op de wereld;Character;2.730769231;45.80645161
Netherlands;Ambrosius - De gefleste geesten;Character;2.76;44.23076923
Netherlands;Baron van Tast tot Zeveren;Character;3.206896552;62
Netherlands;Blook - De supermolekuul;Character;3.222222222;72.95597484
Netherlands;Claudia Brucken - Operatie Sneeuw;Character;3.685185185;64.61038961
Netherlands;De Argonautjes - De Onderwereld;Character;3.043478261;45.45454545
Netherlands;De avonturen van Douwe Dabbert - Florijn de Flierefluiter;Character;2.971428571;66.66666667
Netherlands;De avonturen van Johan en Stefan - De Zondebokken;Character;2.7;54.36241611
Netherlands;De avonturen van Pinkie Pienter - Koning Neptunus helpt Pinkie;Character;3.766666667;74.34210526
Netherlands;De avonturen van Pinkie Pienter - Vreemde bezoekers uit het heelal;Character;4;71.52317881
Netherlands;De Familie Doorzon - Het geslacht doorzon;Character;4.185185185;73.85620915
Netherlands;De Nakomertjes - Nooit meer uitslapen!;Character;3.5;63.63636364
Netherlands;De ontdekking;Character;3.958333333;31.45695364
Netherlands;De Ruyter - De Engelsen komen!;Character;2.9;57.61589404
Netherlands;Dick Bos;Character;3.842105263;73
Netherlands;Dik van Dieren en zo - De eerste 11 zaken;Character;2.296296296;41.33333333
Netherlands;Don't panic!;Character;2.636363636;38.15789474
Netherlands;Een avontuur van Elno - Déjŕ vu in sMon-Thang;Character;2.571428571;48
Netherlands;Een avontuur van Roel Dijkstra - De superspits;Character;2.928571429;53.94736842
Netherlands;Eric de Noorman - De Steen van Atlantis;Character;3.233333333;63.81578947
Netherlands;Franka - Gangsterfilm;Character;2.580645161;50.31446541
Netherlands;In The Pines: 5 murder ballads;Character;3.551724138;74.10071942
Netherlands;Jan, Jans en de kinderen;Character;4.192982456;78.36065574
Netherlands;Je geld of je leven;Character;4.684210526;78.07017544
Netherlands;Joop Klepzeiker;Character;4.230769231;71.42857143
Netherlands;Kapitein Rob  - De avonturen van het Zeilschip de Vrijheid;Character;3.09375;65.13157895
Netherlands;Mario en de toverpluisbloem;Character;3.147058824;70.39473684
Netherlands;Noortje - Altijd opgeruimd;Character;2.967741935;60.92715232
Netherlands;Panda - De olieboertjes;Character;2.222222222;28.57142857
Netherlands;Quaco - Leven in slavernij;Character;2.4;47.68211921
Netherlands;Rood - Feestje met de regen;Character;2.515151515;51.55279503
Netherlands;Sjors & Sjimmie  - Van dik hout;Character;2.538461538;65.56291391
Netherlands;Sjors en Sjimmie - Bij de Arabieren;Character;2.764705882;34.30656934
Netherlands;Sjors en Sjimmie - De geheimzinnige duikboot;Character;2.9;56.12903226
Netherlands;Sjors, voorzitter van de Rebellenclub;Character;3.162162162;75.97402597
Netherlands;Tom Poes - De liefdadiger;Character;3.266666667;66.21621622
Netherlands;Tom Poes Weekblad 3 - Tom Poes en de geest in de fles;Character;2.5;66.17647059
Netherlands;Tom Poes Weekblad 3 - Tom Poes ontmoet een oude bekende;Character;2.882352941;66.21621622
Netherlands;Zonder Filter;Character;3.148148148;66.92913386
OEL manga;Assemby;Character;3.035714286;50.5952381
OEL manga;Blue Monday;Character;2.884057971;61.41975309
OEL manga;Chronicles of the Universe;Character;2.7;20.2247191
OEL manga;Gigantor - Heart of Steel, Soul of Iron;Character;2.357142857;18.85714286
OEL manga;Gold Digger;Character;2;33.33333333
OEL manga;Legends From Darkwood;Character;2.881355932;36.87635575
OEL manga;Luftmatte 1946;Character;2.52;38.88888889
OEL manga;Myth Warriors;Character;2.708333333;43.91891892
OEL manga;Ninja High School Hawaii;Character;2.971428571;45.41484716
OEL manga;Once in a Blue Moon;Character;2.451612903;40.86021505
OEL manga;OZ The Manga - Council with the Munchkins;Character;2.390243902;50
OEL manga;Pride and Prejudice;Character;2.454545455;30.68181818
OEL manga;Scott Pilgrim vs. The World;Character;2.409090909;30.11363636
OEL manga;Street Fighter Classic;Character;3.96;65.13157895
OEL manga;The Agents;Character;2.564102564;39.37007874
OEL manga;Tokyo Knights;Character;3.722222222;44.07894737
OEL manga;Twilight X;Character;3.206896552;58.125
Sweden;Bamse: världens starkaste björn - Bamse och Ĺrstidsnyckeln;Character;2.578947368;39.2
Sweden;Bamse: världens starkaste björn - Bamse och Farmors Kista;Character;3.625;67.44186047
Sweden;Bamse: världens starkaste björn - Bamse och Jätten Gorm;Character;2.818181818;43.05555556
Sweden;Bamse: världens starkaste björn - Bamse och Trollkarlens Smycke;Character;2.357142857;34.375
Sweden;Bamse: världens starkaste björn - Bamse: Sandslottstävlingen;Character;2.166666667;20.3125
Sweden;Bamse: världens starkaste björn - Den Mystiska Bilen;Character;2.363636364;46.42857143
Sweden;Bamse: världens starkaste björn - Drullevarg Matar Fĺglarna (fastän han inte vill);Character;3.230769231;61.76470588
Sweden;Bamse: världens starkaste björn - Fixare-sorkarna pĺ Stallstigen;Character;2.4;46.15384615
Sweden;Bamse: världens starkaste björn - Katten Jansen och Husmusen Hjälper Till;Character;5.333333333;88.88888889
Sweden;Bamse: världens starkaste björn - Krosus Gladland II;Character;3.181818182;39.77272727
Sweden;Bamse: världens starkaste björn - Lille Skutt I Fotbolls-VM;Character;2.3;27.71084337
Sweden;Bamse: världens starkaste björn - Mini-Hop och Barnvakten;Character;3.625;69.04761905
Sweden;Bamse: världens starkaste björn - Om Fotboll;Character;0;0
Sweden;Bamse: världens starkaste björn - Om Sandslott;Character;2;20
Sweden;Bamse: världens starkaste björn - Pellefant: Snöballskriget;Character;2.166666667;40.625
Sweden;Bamse: världens starkaste björn - Professor Murmeldjur har Brĺttom;Character;3.8;63.33333333
Sweden;Bamse: världens starkaste björn - Skalman och Mullvalen;Character;2.583333333;31.63265306
Sweden;Bamse: världens starkaste björn - Sorktyg i Skogen II;Character;3;53.57142857
Sweden;Bamse: världens starkaste björn - Teddy Blir Detektiv;Character;2.894736842;51.40186916
Sweden;Bamse: världens starkaste björn - Tidsresan: Bamse och de Mystiska Strĺlarna ;Character;2.636363636;34.52380952
Sweden;Bamse: världens starkaste björn - Vargen och Klockkuppen;Character;2.941176471;53.19148936
Sweden;Hälge: Varning för älgskador!;Character;3.40625;85.82677165
Sweden;Herman Hedning;Character;3.166666667;74.02597403
USA;1;Character;2.913043478;48.20143885
USA;Action Comics - The Menace of Metallo;Character;3.125;69.44444444
USA;Action Comics - The Supergirl from Krypton!;Character;3.533333333;67.08860759
USA;Amazing Spider-man - Back in Black;Character;3.25;52.96296296
USA;Amazing Spider-Man - Shaw's Gambit;Character;3.088235294;49.52830189
USA;Andre the Giant: Life and Legend;Character;2.7;41.22137405
USA;Arch Enemies One Hero. One Villan. On Apartment;Character;3.214285714;48.91304348
USA;B.P.R.D. - The Black Flame;Character;2.956521739;33.33333333
USA;Batman The Dark Knight - A Rush of Blood;Character;2.959183673;61.1814346
USA;Batman:The Killing Joke;Character;3.538461538;69.17293233
USA;Black Hood - Crime Goes to College;Character;2.962962963;47.05882353
USA;Black Hood - The Case of the Medical Murderer;Character;2.666666667;52.45901639
USA;Black Panther - Back to Africa: Part one;Character;2.5625;39.42307692
USA;Blankets;Character;3.529411765;46.875
USA;Blessed Thistle;Character;3;61.9266055
USA;Blue Beetle - Joan;Character;0;0
USA;Blue Beetle - The Man Who Stole 24 Hours;Character;2.625;37.5
USA;Blue Beetle - The Masks of Mystery;Character;2.5;44.64285714
USA;Boxers;Character;2.75;16.17647059
USA;Brain Boy - Pirates of the Air;Character;2.714285714;49.35064935
USA;Captain America  - Blood Stone;Character;4.777777778;46.73913043
USA;Captain America  - U.S. Agent, Siege, Night of the Scourge part one;Character;3;68.18181818
USA;Captain Atom - The Gremlins from the Planet Blue;Character;2.916666667;33.98058252
USA;Captain Marvel Adventures - Capt. Marvel -Out West-;Character;4;43.95604396
USA;Captain Marvel Adventures - Captain Marvel Battles the Vampire;Character;3.285714286;76.66666667
USA;Captain Marvel Adventures - Captain Marvel Vs. Z;Character;3.15;65.625
USA;Captain Marvel Adventures - The Monsters of Saturn;Character;2.428571429;48.57142857
USA;"Captain Midnight - ""Secret Sub""";Character;2.428571429;31.48148148
USA;Captain Midnight - The Murder Trap;Character;3.058823529;47.27272727
USA;Constantine - The Spark and the Flame Part 1: The Price We Pay;Character;2.970588235;68.24324324
USA;Daredevil - Guardian Devil;Character;3.08;57.89473684
USA;Daredevil - The Mysterious Masked Matador;Character;3.387755102;63.84615385
USA;Darkness Resurrection;Character;3.025641026;57.56097561
USA;Deadpool - Bullseye part two;Character;3.611111111;69.89247312
USA;Detective Comics - The Laughing Fish;Character;3.285714286;50.43859649
USA;DMZ Body of a Journalist;Character;3.611111111;36.11111111
USA;Doll Man - Monster of the Mire;Character;3.25;65
USA;Doll Man - The Troll;Character;3.9;79.59183673
USA;Fantastic Four - Skyfall;Character;3.428571429;52.74725275
USA;Far Arden;Character;2.3;38.98305085
USA;Fierce;Character;2.925925926;34.95575221
USA;Green Lantern - No evil shall escape my sight;Character;2.555555556;44.23076923
USA;Green Lantern Corps - Sacrifice of Will;Character;2.818181818;17.22222222
USA;Green Lantern: Rebirth - Rings;Character;3.046511628;50.38461538
USA;Heck;Character;2.333333333;35.22012579
USA;Justice League of America - The Great Identity Crisis!;Character;2.4375;35.77981651
USA;Lady Luck - Charity Ball;Character;2.571428571;34.61538462
USA;Lady Luck - Pirate Mansion;Character;3.066666667;58.2278481
USA;Lady Luck - The Count;Character;2.666666667;50
USA;Lady Luck - The Pyramid Club;Character;2.692307692;60.34482759
USA;Lars of Mars -  The Terror Weapon;Character;2.8;57.53424658
USA;Lars of Mars - The Crucial Game;Character;2.625;47.72727273
USA;Lars of Mars - The Earthshaker;Character;2.571428571;42.85714286
USA;Lars of Mars - The Terror Weapon;Character;3.142857143;60.2739726
USA;Nick Fury Agent of S.H.I.E.L.D. - Who is Scorpio;Character;3.038461538;40.51282051
USA;NorthWest Passage;Character;2.769230769;39.56043956
USA;Plastic Man - The Expander Device;Character;3.25;67.70833333
USA;Rising Stars -  Voices of the Dead Bright;Character;3.1875;55.13513514
USA;Same Difference;Character;3.185185185;49.71098266
USA;Savage Dragon - The End;Character;2.647058824;39.47368421
USA;Set to Sea;Character;3.571428571;37.31343284
USA;Shackleton Antarctic Odyssey;Character;2.866666667;30.28169014
USA;Star Wars Empire;Character;2.5;20.83333333
USA;Sumo;Character;3.5;47.05882353
USA;Superman Batman Absolute Power - Absolute Power;Character;3.294117647;39.43661972
USA;The Avengers - The Wrath of the Weathermen;Character;2.857142857;36.03603604
USA;The Blue Beetle - The MadMen;Character;2.620689655;60.8
USA;The Flame - Dr. Ivan's Insurance Bombing Racket.;Character;3.266666667;67.12328767
USA;The Flash - Flashing Wheels;Character;3.071428571;60.56338028
USA;The Incredible Hulk - Best Intentions;Character;2.588235294;40
USA;The Invincible Iron Man - Ten Rings to Rule the World;Character;2.631578947;57.47126437
USA;The Punisher - Blackout;Character;3.1;52.18855219
USA;The Punisher - Do Not Fall in New York City;Character;2.857142857;25
USA;The Story of Roberto Clemente;Character;3.214285714;31.91489362
USA;Uncanny X-men;Character;2.516129032;26
USA;Venom: Funeral Pyre - High Tension;Character;2.833333333;53.68421053
USA;Wolverine - Not dead yet part;Character;3.375;69.23076923
USA;Wonder Woman - His Name is Psycho;Character;3.105263158;43.38235294
USA;Wonder Woman - The Huntress;Character;3.272727273;67.9245283
